측정월,측정소코드,월평균값,상태값,국가기준초과여부,충남기준초과여부,1시간자료최고값,1시간자료최고일시,1시간자료최저값,1시간자료최저일시,1시간자료국가기준초과합,1시간자료충남기준초과합,정상자료합계,정상1시간평균값합계,일평균최고값,일평균최고일,일평균최저값,일평균최저일,일평균국가기준초과합계,일평균충남기준초과합계,일평균정상상태합,8시간평균최고값,8시간평균최고일,8시간평균최저값,8시간평균최저일,8시간평균국가기준초과합,8시간평균충남기준초과합,8시간평균정상상태합,생성일시,월유효가동률,데이터율
2019-12-01,성거읍,23.2,정상자료,0,0,27,414,10,607,0,0,744,0,0,17244,24.6,16,17.2,6,0,0,31,0,,0,,0,0,0,100
2019-12-01,성거읍,69.5,정상자료,0,0,98,3008,24,512,0,0,744,0,0,51744,86.7,24,51.3,5,0,0,31,0,,0,,0,0,0,100
2019-12-01,성거읍,69,정상자료,0,0,502,212,0,100,0,0,744,0,0,51492,104,6,7,17,0,0,31,0,,0,,0,0,0,100
2019-12-01,신방동,45,측정기 시험가동 중,0,0,111,2412,10,3109,1,0,213,529,2,9658,77,24,19,31,0,0,9,0,,0,,0,0,0,99.07
2019-12-01,신방동,36,측정기 시험가동 중,0,0,87,2412,7,3116,84,0,211,529,4,7497,64,24,13,31,4,3,9,0,,0,,0,0,0,98.14
2019-12-01,신방동,0.016,측정기 시험가동 중,0,0,0.039,2623,0.004,2306,0,0,215,529,0,3.524,0.028,31,0.006,24,0,0,9,0.037,27,0.011,24,0,0,9,100
2019-12-01,신방동,0.5,측정기 시험가동 중,0,0,1.2,2402,0.3,2621,0,0,215,529,0,116.3,0.9,24,0.3,31,0,0,9,1,24,0.4,30,0,0,9,100
2019-12-01,신방동,0.003,측정기 시험가동 중,0,0,0.006,2402,0.002,2300,0,0,215,529,0,0.595,0.003,23,0.002,29,0,0,9,0,,0,,0,0,0,100
2019-12-01,신방동,0.023,측정기 시험가동 중,0,0,0.055,2416,0.003,3102,0,0,215,529,0,4.983,0.035,24,0.01,31,0,0,9,0,,0,,0,0,0,100
2019-12-01,신방동,0.043,측정기 시험가동 중,0,0,0.156,2411,0.006,3102,0,0,215,529,0,9.149,0.09,24,0.016,31,0,0,9,0,,0,,0,0,0,100
2019-12-01,신방동,0.019,측정기 시험가동 중,0,0,0.109,2411,0.003,2300,0,0,215,529,0,4.18,0.054,24,0.006,29,0,0,9,0,,0,,0,0,0,100
2019-12-01,신방동,1.3,측정기 시험가동 중,0,0,4.2,3100,0.2,2305,0,0,216,528,0,289.1,2.5,31,0.5,24,0,0,9,0,,0,,0,0,0,100
2019-12-01,신방동,0.8,측정기 시험가동 중,0,0,7.2,3014,-7.8,3108,0,0,216,528,0,165.8,3.9,30,-5.7,31,0,0,9,0,,0,,0,0,0,100
2019-12-01,신방동,14.7,측정기 시험가동 중,0,0,23.1,2416,5.1,3108,0,0,216,528,0,3174.7,17.3,23,8.8,31,0,0,9,0,,0,,0,0,0,100
2019-12-01,신방동,71.9,측정기 시험가동 중,0,0,97.8,2308,29.3,2515,0,0,216,528,0,15538.7,84.9,24,59.9,28,0,0,9,0,,0,,0,0,0,100
2019-12-01,공주,40,정상자료,0,0,207,1113,9,1915,16,0,739,5,0,29445,88,10,17,31,0,1,31,0,,0,,0,0,0,100
2019-12-01,공주,32,정상자료,0,0,147,1113,8,3112,258,0,719,5,20,23183,69,10,13,31,11,8,31,0,,0,,0,0,0,97.29
2019-12-01,공주,0.017,정상자료,0,0,0.057,1016,0.002,1502,0,0,739,5,0,12.796,0.032,11,0.004,25,0,0,31,0.047,10,0.009,25,0,0,31,100
2019-12-01,공주,0.4,정상자료,0,0,0.9,1022,0.2,204,0,0,739,5,0,321.9,0.7,24,0.3,2,0,0,31,0.8,24,0.3,5,0,0,31,100
2019-12-01,공주,0.003,정상자료,0,0,0.006,1910,0.002,304,0,0,739,5,0,2.186,0.004,6,0.002,3,0,0,31,0,,0,,0,0,0,100
2019-12-01,공주,0.015,정상자료,0,0,0.041,1022,0.002,3100,0,0,739,5,0,11.049,0.029,25,0.005,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,공주,0.023,정상자료,0,0,0.116,1008,0.004,3100,0,0,739,5,0,17.135,0.05,25,0.007,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,공주,0.008,정상자료,0,0,0.078,1008,0.001,1402,0,0,739,5,0,6.092,0.021,25,0.002,14,0,0,31,0,,0,,0,0,0,100
2019-12-01,공주,0.9,정상자료,0,0,3.1,3021,0.2,104,0,0,744,0,0,666.2,1.7,31,0.6,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,공주,1.5,정상자료,0,0,13.7,1614,-9.7,607,0,0,744,0,0,1137.7,7.3,11,-5.3,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,공주,15.3,정상자료,0,0,26.3,1615,6.1,607,0,0,744,0,0,11416.2,19.8,11,9.8,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,공주,75.6,정상자료,0,0,100,114,22.6,615,0,0,744,0,0,56236.8,97.5,17,51.7,5,0,0,31,0,,0,,0,0,0,100
2019-12-01,이동차1,4.38,정상자료,0,0,18.93,104,0,313,0,0,735,0,0,3216.48,8.82,2,0,4,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차2,41,정상자료,0,0,169,1111,1,3112,18,0,716,28,0,29519,97,10,10,1,0,1,29,0,,0,,0,0,0,100
2019-12-01,이동차2,27,정상자료,0,0,141,1110,0,101,187,0,658,28,58,18016,62,10,10,19,7,3,28,0,,0,,0,0,0,91.9
2019-12-01,이동차2,0.028,정상자료,0,0,0.074,1102,0.002,2422,0,0,679,28,37,19.083,0.056,10,0.01,25,0,0,28,0.065,11,0.019,25,2,2,28,94.83
2019-12-01,이동차2,0.5,정상자료,0,0,2.8,1309,0,100,0,0,713,28,3,321.3,0.8,24,0,1,0,0,29,0.9,24,0,1,0,0,29,99.58
2019-12-01,이동차2,0.004,정상자료,0,0,0.021,1309,0.001,100,0,0,701,28,15,2.603,0.005,6,0.001,1,0,0,29,0,,0,,0,0,0,97.91
2019-12-01,이동차2,0.014,장시간 동일값,0,0,0.199,1309,0.001,1717,2,2,347,28,369,4.732,0.027,13,0.005,5,0,0,14,0,,0,,0,0,0,48.46
2019-12-01,이동차2,0.012,정상자료,0,0,0.257,1309,0.001,100,0,0,716,28,0,8.407,0.037,13,0.001,1,0,0,29,0,,0,,0,0,0,100
2019-12-01,이동차2,0.005,정상자료,0,0,0.241,1309,0.001,100,0,0,716,28,0,3.931,0.021,13,0.001,1,0,0,29,0,,0,,0,0,0,100
2019-12-01,이동차2,1.6,정상자료,0,0,4.9,3100,0.2,1021,0,0,716,28,0,1111.2,3.2,5,0.7,16,0,0,29,0,,0,,0,0,0,100
2019-12-01,이동차2,2.4,정상자료,0,0,14.8,1615,-8.9,606,0,0,716,28,0,1703.9,360,30,-5.2,31,0,0,30,0,,0,,0,0,0,100
2019-12-01,이동차2,75.7,정상자료,0,0,100,118,27.8,1315,0,0,716,28,0,54209.8,91.4,8,58.5,5,0,0,29,0,,0,,0,0,0,100
2019-12-01,이동차2,1.67,정상자료,0,0,15.33,3116,0,100,0,0,744,0,0,1244.19,6.34,25,0,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,이동차2,1.53,정상자료,0,0,12.8,2414,0,100,0,0,744,0,0,1137.03,5.81,25,0,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,이동차2,1.77,정상자료,0,0,13.7,2414,0,100,0,0,744,0,0,1320.1,6.83,25,0,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,이동차2,2.07,정상자료,0,0,8.72,2416,0,100,0,0,744,0,0,1541.98,8.15,25,0,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,이동차2,2.71,정상자료,0,0,14.27,2414,0,100,0,0,744,0,0,2019.5,10.56,25,0,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,이동차2,1.89,정상자료,0,0,9.79,2415,0,100,0,0,744,0,0,1405.87,7.49,25,0,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,성황동,50,정상자료,0,0,169,2412,14,3112,26,0,738,5,1,37150,98,24,27,3,0,2,31,0,,0,,0,0,0,99.86
2019-12-01,성황동,32,정상자료,0,0,105,1112,4,1122,264,0,739,5,0,23881,63,10,14,5,10,10,31,0,,0,,0,0,0,100
2019-12-01,성황동,0.011,정상자료,0,0,0.036,1015,0.002,100,0,0,739,5,0,8.492,0.024,11,0.003,24,0,0,31,0.027,10,0.006,24,0,0,31,100
2019-12-01,성황동,0.6,정상자료,0,0,1.5,807,0.1,1117,0,0,739,5,0,468.5,1.1,24,0.2,12,0,0,31,1.3,24,0.3,12,0,0,31,100
2019-12-01,성황동,0.004,정상자료,0,0,0.007,100,0.002,1123,0,0,739,5,0,2.756,0.005,1,0.003,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,성황동,0.028,정상자료,0,0,0.081,1018,0.003,3101,0,1,739,5,0,21.039,0.042,7,0.006,31,0,2,31,0,,0,,0,0,0,100
2019-12-01,성황동,0.054,정상자료,0,0,0.332,1308,0.005,3101,0,0,739,5,0,39.967,0.123,24,0.01,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,성황동,0.026,정상자료,0,0,0.291,2408,0.002,123,0,0,739,5,0,18.947,0.084,24,0.004,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,성황동,0.8,정상자료,0,0,3.5,3100,0.1,115,0,0,744,0,0,565.8,1.7,31,0.3,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,성황동,2.2,정상자료,0,0,14.2,1614,-9.2,606,0,0,744,0,0,1629,9.1,10,-6.1,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,성황동,25.9,정상자료,0,0,33.1,1014,19,706,0,0,744,0,0,19241.9,31.5,11,20.6,6,0,0,31,0,,0,,0,0,0,100
2019-12-01,성황동,63.2,정상자료,0,0,94.4,3009,25,510,0,0,744,0,0,47042.5,82.1,30,44,5,0,0,31,0,,0,,0,0,0,100
2019-12-01,성황동,87,정상자료,0,0,547,212,0,100,0,0,744,0,0,65016,135,6,10,17,0,0,31,0,,0,,0,0,0,100
2019-12-01,백석동,36,정상자료,0,0,127,1110,5,1121,3,0,715,22,7,25842,69,24,20,3,0,0,30,0,,0,,0,0,0,99.03
2019-12-01,백석동,23,정상자료,0,0,88,2414,1,1315,101,0,669,25,50,15393,62,24,10,5,2,1,27,0,,0,,0,0,0,93.05
2019-12-01,백석동,0.017,정상자료,0,0,0.061,1015,0.002,103,0,0,734,10,0,12.789,0.038,11,0.005,24,0,0,31,0.046,11,0.009,1,0,0,31,100
2019-12-01,백석동,0.5,정상자료,0,0,1.2,1022,0.1,518,0,0,736,8,0,388.3,0.9,1,0.2,5,0,0,31,1,24,0.3,5,0,0,31,100
2019-12-01,백석동,0.003,정상자료,0,0,0.009,815,0.002,122,0,0,736,8,0,2.281,0.004,1,0.002,29,0,0,31,0,,0,,0,0,0,100
2019-12-01,백석동,0.029,정상자료,0,0,0.075,1022,0.005,3102,0,0,663,8,73,19.187,0.041,7,0.014,2,0,1,28,0,,0,,0,0,0,90.08
2019-12-01,백석동,0.048,정상자료,0,0,0.256,1308,0.007,512,0,0,663,8,73,31.929,0.097,24,0.017,2,0,0,28,0,,0,,0,0,0,90.08
2019-12-01,백석동,0.019,정상자료,0,0,0.198,1308,0,201,0,0,663,8,73,12.809,0.057,24,0.003,2,0,0,28,0,,0,,0,0,0,90.08
2019-12-01,백석동,0.9,정상자료,0,0,3.9,3021,0.3,118,0,0,744,0,0,705.4,2,31,0.4,7,0,0,31,0,,0,,0,0,0,100
2019-12-01,백석동,2.5,정상자료,0,0,14.9,1614,-9.3,606,0,0,744,0,0,1842.3,9.9,10,-6.2,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,백석동,66.2,정상자료,0,0,99.4,2303,26,509,0,0,744,0,0,49238.1,87.4,30,45.8,5,0,0,31,0,,0,,0,0,0,100
2019-12-01,성성동,55,정상자료,0,0,210,1111,16,314,42,0,738,6,0,40319,96,24,24,3,0,3,31,0,,0,,0,0,0,100
2019-12-01,성성동,30,정상자료,0,0,149,1111,4,1914,214,0,631,7,106,18907,61,10,10,19,7,7,26,0,,0,,0,0,0,85.62
2019-12-01,성성동,0.011,정상자료,0,0,0.047,1015,0.001,606,0,0,738,6,0,8.134,0.026,11,0.003,7,0,0,31,0.033,11,0.006,25,0,0,31,100
2019-12-01,성성동,0.6,정상자료,0,0,1.8,1519,0.2,203,0,0,738,6,0,410.7,0.9,24,0.3,2,0,0,31,1.2,16,0.4,3,0,0,31,100
2019-12-01,성성동,0.003,정상자료,0,0,0.007,2714,0.002,317,0,0,738,6,0,2.474,0.004,1,0.003,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,성성동,0.034,정상자료,0,0,0.081,1518,0.004,3101,0,1,738,6,0,25.334,0.051,24,0.021,31,0,6,31,0,,0,,0,0,0,100
2019-12-01,성성동,0.071,정상자료,0,0,0.312,1518,0.007,3101,0,0,738,6,0,52.058,0.142,24,0.036,11,0,0,31,0,,0,,0,0,0,100
2019-12-01,성성동,0.036,정상자료,0,0,0.23,1518,0.002,1000,0,0,738,6,0,26.771,0.091,24,0.01,11,0,0,31,0,,0,,0,0,0,100
2019-12-01,성성동,0.8,정상자료,0,0,3.6,3021,0,100,0,0,744,0,0,624.8,1.5,31,0.4,8,0,0,31,0,,0,,0,0,0,100
2019-12-01,성성동,2.8,정상자료,0,0,14.4,1614,-8.6,606,0,0,744,0,0,2083.7,9.9,10,-5.5,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,성성동,18.8,정상자료,0,0,26.1,116,8.4,608,0,0,744,0,0,13962.4,25.1,1,12.6,6,0,0,31,0,,0,,0,0,0,100
2019-12-01,성성동,63.4,정상자료,0,0,95.8,2409,26.5,510,0,0,744,0,0,47181.1,83,30,45.2,13,0,0,31,0,,0,,0,0,0,100
2019-12-01,성거읍,56,정상자료,0,0,174,1112,18,213,42,0,737,7,0,41310,98,10,30,31,0,4,31,0,,0,,0,0,0,100
2019-12-01,성거읍,39,정상자료,0,0,120,1112,2,213,353,0,737,7,0,28543,69,24,17,31,16,11,31,0,,0,,0,0,0,100
2019-12-01,성거읍,0.014,정상자료,0,0,0.047,1103,0.002,101,0,0,737,7,0,10.006,0.031,11,0.005,7,0,0,31,0.042,11,0.009,1,0,0,31,100
2019-12-01,성거읍,0.6,정상자료,0,0,1.4,1022,0.3,212,0,0,737,7,0,424.8,0.9,24,0.4,2,0,0,31,1.1,24,0.5,12,0,0,31,100
2019-12-01,성거읍,0.003,정상자료,0,0,0.007,1819,0.001,117,0,0,737,7,0,1.977,0.004,25,0.002,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,성거읍,0.023,정상자료,0,0,0.045,1022,0.006,3102,0,0,737,7,0,16.745,0.031,7,0.013,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,성거읍,0.044,정상자료,0,0,0.172,909,0.009,3102,0,0,737,7,0,32.54,0.084,24,0.021,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,성거읍,0.021,정상자료,0,0,0.148,1608,0.002,201,0,0,737,7,0,15.797,0.056,24,0.005,11,0,0,31,0,,0,,0,0,0,100
2019-12-01,성거읍,0.4,정상자료,0,0,3,1115,0,100,0,0,744,0,0,313.4,1.1,11,0.1,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,성거읍,1.1,정상자료,0,0,15,1614,-11,606,0,0,744,0,0,798,8.9,10,-6.8,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,내포,0.014,정상자료,0,0,0.05,2523,0.002,220,0,0,738,6,0,10.45,0.031,25,0.005,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,내포,0.019,정상자료,0,0,0.111,1609,0.004,218,0,0,738,6,0,13.95,0.041,25,0.006,5,0,0,31,0,,0,,0,0,0,100
2019-12-01,내포,0.005,정상자료,0,0,0.087,1609,0.001,117,0,0,738,6,0,3.523,0.016,16,0.001,5,0,0,31,0,,0,,0,0,0,100
2019-12-01,내포,0.9,정상자료,0,0,3.3,3112,0,700,0,0,744,0,0,690.4,2.1,5,0.3,16,0,0,31,0,,0,,0,0,0,100
2019-12-01,내포,2.1,정상자료,0,0,14,1614,-8.9,607,0,0,744,0,0,1535.1,9,10,-5.6,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,내포,74.3,정상자료,0,0,100,723,27.7,1315,0,0,744,0,0,55246.5,91.3,3,57,5,0,0,31,0,,0,,0,0,0,100
2019-12-01,예산군,41,정상자료,0,0,195,1111,8,1314,16,0,738,6,0,30528,84,10,21,3,0,1,31,0,,0,,0,0,0,100
2019-12-01,예산군,31,정상자료,0,0,146,1111,3,513,231,0,713,10,21,21903,71,24,11,5,12,7,30,0,,0,,0,0,0,97.14
2019-12-01,예산군,0.018,정상자료,0,0,0.055,1016,0.002,407,0,0,738,6,0,13.331,0.035,10,0.006,25,0,0,31,0.045,10,0.012,1,0,0,31,100
2019-12-01,예산군,0.5,정상자료,0,0,1.1,1507,0.2,211,0,0,738,6,0,361.8,0.8,24,0.3,2,0,0,31,0.9,24,0.4,3,0,0,31,100
2019-12-01,예산군,0.005,정상자료,0,0,0.009,2513,0.003,323,0,0,738,6,0,3.368,0.005,1,0.004,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,예산군,0.017,정상자료,0,0,0.056,1018,0.003,3102,0,0,707,6,31,11.796,0.031,25,0.009,5,0,0,29,0,,0,,0,0,0,95.8
2019-12-01,예산군,0.025,정상자료,0,0,0.115,1608,0.006,1200,0,0,707,6,31,17.824,0.049,25,0.012,5,0,0,29,0,,0,,0,0,0,95.8
2019-12-01,예산군,0.009,정상자료,0,0,0.085,1608,0.001,104,0,0,707,6,31,6.082,0.023,26,0.003,5,0,0,29,0,,0,,0,0,0,95.8
2019-12-01,예산군,0.9,정상자료,0,0,2.6,1115,0.4,101,0,0,744,0,0,692.3,1.6,5,0.6,29,0,0,31,0,,0,,0,0,0,100
2019-12-01,예산군,1.6,정상자료,0,0,14.8,1615,-10.1,607,0,0,744,0,0,1223.5,8.6,10,-5.9,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,예산군,17.5,정상자료,0,0,31.6,1615,6.3,608,0,0,744,0,0,12992.6,22.3,16,12.1,31,0,0,31,0,,0,,0,0,0,100
2019-12-01,예산군,73.5,정상자료,0,0,100,113,17.5,1314,0,0,744,0,0,54675.8,94.4,24,47.3,5,0,0,31,0,,0,,0,0,0,100
2019-12-01,예산군,64,정상자료,0,0,432,612,2,100,0,0,744,0,0,47557,93,6,12,17,0,0,31,0,,0,,0,0,0,100
2019-12-01,이원면,33,정상자료,0,0,220,1107,2,1909,18,0,727,11,6,23956,103,10,14,13,1,1,31,0,,0,,0,0,0,99.18
2019-12-01,이원면,16,정상자료,0,0,108,1107,0,101,62,0,728,11,5,11948,53,10,6,5,2,1,31,0,,0,,0,0,0,99.32
2019-12-01,이원면,0.025,정상자료,0,0,0.045,1103,0.003,1502,0,0,733,11,0,18.236,0.034,10,0.012,25,0,0,31,0.042,11,0.02,25,0,0,31,100
2019-12-01,이원면,0.5,정상자료,0,0,1.3,2510,0.2,422,0,0,733,11,0,360.8,0.8,25,0.2,5,0,0,31,1,10,0.3,5,0,0,31,100
2019-12-01,이원면,0.004,정상자료,0,0,0.02,2510,0.002,103,0,0,733,11,0,2.623,0.006,24,0.002,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,이원면,0.011,정상자료,0,0,0.057,2421,0.001,401,0,0,623,11,110,6.587,0.035,25,0.002,7,0,0,25,0,,0,,0,0,0,84.99
2019-12-01,이원면,0.014,정상자료,0,0,0.081,2509,0.003,402,0,0,623,11,110,8.92,0.047,25,0.005,7,0,0,25,0,,0,,0,0,0,84.99
2019-12-01,이원면,0.004,정상자료,0,0,0.041,2509,0.003,319,0,0,623,11,110,2.395,0.012,25,0.003,7,0,0,25,0,,0,,0,0,0,84.99
2019-12-01,이원면,1.6,정상자료,0,0,4.5,3103,0.2,111,0,0,744,0,0,1175.1,2.9,31,0.5,15,0,0,31,0,,0,,0,0,0,100
2019-12-01,이원면,-1.2,정상자료,0,0,14.3,1614,-79.9,107,0,0,744,0,0,-880.4,8.4,16,-37.1,30,0,0,31,0,,0,,0,0,0,100
2019-12-01,이원면,22.7,정상자료,0,0,25,811,15,304,0,0,744,0,0,16887,23.2,12,18.4,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,이원면,62.1,정상자료,0,0,99.8,109,0.1,107,0,0,744,0,0,46211.1,80,24,37.1,30,0,0,31,0,,0,,0,0,0,100
2019-12-01,이원면,90,정상자료,0,0,625,612,1,100,0,0,744,0,0,67166,150,6,18,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,태안읍,40,정상자료,0,0,223,1108,4,1315,29,0,734,8,2,29380,104,10,20,2,1,1,31,0,,0,,0,0,0,99.73
2019-12-01,태안읍,19,정상자료,0,0,94,1108,0,1911,74,0,722,8,14,13993,45,10,8,5,2,1,31,0,,0,,0,0,0,98.1
2019-12-01,태안읍,0.02,정상자료,0,0,0.039,1104,0.003,1604,0,0,736,8,0,14.791,0.029,11,0.012,15,0,0,31,0.033,11,0.02,1,0,0,31,100
2019-12-01,태안읍,0.5,정상자료,0,0,1.4,2421,0.2,503,0,0,736,8,0,360.7,0.8,24,0.2,5,0,0,31,1.2,25,0.4,5,0,0,31,100
2019-12-01,태안읍,0.004,정상자료,0,0,0.013,2420,0.002,202,0,0,736,8,0,2.887,0.006,24,0.003,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,태안읍,0.014,정상자료,0,0,0.047,2421,0.002,3101,0,0,736,8,0,10.308,0.031,25,0.006,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,태안읍,0.019,정상자료,0,0,0.148,1609,0.003,204,0,0,736,8,0,13.874,0.05,25,0.007,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,태안읍,0.005,정상자료,0,0,0.113,1609,0,202,0,0,736,8,0,3.591,0.024,16,0.001,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,태안읍,1.3,정상자료,0,0,4.4,3100,0,106,0,0,744,0,0,997.3,2.9,5,0.4,15,0,0,31,0,,0,,0,0,0,100
2019-12-01,태안읍,-3.4,정상자료,0,0,13.8,1614,-80,100,0,0,744,0,0,-2526.9,9.5,10,-79.9,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,태안읍,21.8,정상자료,0,0,25,2213,15,221,0,0,744,0,0,16213,22.5,14,17.4,2,0,0,31,0,,0,,0,0,0,100
2019-12-01,태안읍,67.5,정상자료,0,0,99.9,1007,0,100,0,0,744,0,0,50215.4,95.8,10,0,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,태안읍,90,정상자료,0,0,594,412,1,100,0,0,744,0,0,66880,146,6,21,1,0,0,31,0,,0,,0,0,0,100
2019-12-01,이동차1,22,장시간 동일값,0,0,74,412,0,314,0,0,254,209,272,5528,32,18,7,3,0,0,9,0,,0,,0,0,0,47.48
2019-12-01,이동차1,20,장시간 동일값,0,0,123,1110,0,211,54,0,443,2,290,8955,58,10,4,3,2,1,19,0,,0,,0,0,0,59.7
2019-12-01,이동차1,0.023,장시간 동일값,0,0,0.057,1015,0,2013,0,0,439,25,271,10.151,0.041,10,0.013,17,0,0,17,0.051,10,0.021,13,0,0,17,61.06
2019-12-01,이동차1,0.1,장시간 동일값,0,0,0.8,208,0,412,0,0,494,25,216,60.6,0.5,1,0,5,0,0,20,0.6,2,0,5,0,0,20,68.71
2019-12-01,이동차1,0.003,장시간 동일값,0,0,0.013,202,0,2013,0,0,482,25,228,1.271,0.009,2,0,21,0,0,19,0,,0,,0,0,0,67.04
2019-12-01,이동차1,0.013,장시간 동일값,0,0,0.03,1520,0,2013,0,0,446,25,264,5.903,0.019,14,0.006,5,0,0,18,0,,0,,0,0,0,62.03
2019-12-01,이동차1,0.012,정상자료,0,0,0.085,1707,0,2013,0,0,710,25,0,8.833,0.038,17,0,21,0,0,29,0,,0,,0,0,0,98.75
2019-12-01,이동차1,0.004,정상자료,0,0,0.06,1707,0,2013,0,0,710,25,0,2.922,0.019,17,0,21,0,0,29,0,,0,,0,0,0,98.75
2019-12-01,이동차1,0.9,정상자료,0,0,5.1,913,0,2013,0,0,735,0,0,682.9,3.3,2,0,21,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차1,3.6,정상자료,0,0,25.6,2814,-8.9,607,0,0,735,0,0,2671.6,9.2,10,-4.5,6,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차1,66.3,정상자료,0,0,98.9,1714,20.6,2715,0,0,735,0,0,48711.9,90,17,42.7,28,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차1,436,정상자료,0,0,511,208,0,2013,0,0,735,0,0,320236,473,2,404,20,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차1,2.072,정상자료,0,0,2.711,2508,0,2013,0,0,735,0,0,1522.687,2.263,25,1.89,3,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차1,0.26,정상자료,0,0,1.12,1809,0,313,0,0,735,0,0,194.06,0.59,24,0,4,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차1,0.83,정상자료,0,0,19.62,2603,0,313,0,0,735,0,0,612.51,6.32,25,0,4,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차1,0.12,정상자료,0,0,1.52,1821,0,313,0,0,735,0,0,91.4,0.56,25,0,4,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차1,0.05,정상자료,0,0,0.44,1821,0,313,0,0,735,0,0,35.45,0.21,25,0,4,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차1,0.17,정상자료,0,0,1.58,2603,0,313,0,0,735,0,0,126.11,0.7,25,0,4,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,이동차1,0.01,정상자료,0,0,0.17,2609,0,100,0,0,735,0,0,7.58,0.06,29,0,1,0,0,31,0,,0,,0,0,0,98.79
2019-12-01,인주면,90,정상자료,0,0,90,3107,0,,0,0,744,0,0,90,1,,0,,0,0,0,0,,0,,0,0,0,100
2019-12-01,둔포면,270,정상자료,0,0,270,3118,0,,0,0,734,1,9,270,1,,0,,0,0,0,0,,0,,0,0,0,98.79
2019-12-01,독곶리,247.5,정상자료,0,0,247.5,3121,0,,0,0,744,0,0,247.5,1,,0,,0,0,0,0,,0,,0,0,0,100
2019-12-01,동문동,360,정상자료,0,0,360,3116,0,,0,0,744,0,0,360,1,,0,,0,0,0,0,,0,,0,0,0,100
2019-12-01,대산리,315,정상자료,0,0,315,3117,0,,0,0,744,0,0,315,1,,0,,0,0,0,0,,0,,0,0,0,100
2019-12-01,성연면,202.5,측정기 시험가동 중,0,0,202.5,3118,0,,0,0,216,528,0,202.5,1,,0,,0,0,0,0,,0,,0,0,0,100
2019-12-01,논산,180,정상자료,0,0,180,3118,0,,0,0,744,0,0,180,1,,0,,0,0,0,0,,0,,0,0,0,100
2019-12-01,엄사면,67.5,정상자료,0,0,67.5,3123,0,,0,0,744,0,0,67.5,1,,0,,0,0,0,0,,0,,0,0,0,100
2019-12-01,당진시청사,315,정상자료,0,0,315,3116,0,,0,0,744,0,0,315,1,,0,,0,0,0,0,,0,,0,0,0,100
2019-12-01,송산면,180,정상자료,0,0,180,3123,0,,0,0,744,0,0,180,1,,0,,0,0,0,0,,0,,0,0,0,100
2019-12-01,금산읍,270,정상자료,0,0,270,3122,0,,0,0,744,0,0,270,1,,0,,0,0,0,0,,0,,0,0,0,100
2019-12-01,부여읍,337.5,정상자료,0,0,337.5,3120,0,,0,0,744,0,0,337.5,1,,0,,0,0,0,0,,0,,0,0,0,100
